"street_num","street","owner"
"1128","22ND",N N R & H A
"1225","21ST",CITY OF NEWPORT NEWS
"1210","HAMPTON",CITY OF NEWPORT NEWS
"1121","20TH",CITY OF NEWPORT NEWS
"2015","ROANOKE",CITY OF NEWPORT NEWS
"2212","OAK",CITY OF NEWPORT NEWS
"125","BEECHWOOD",CITY OF NEWPORT NEWS
"121","BEECHWOOD",CITY OF NEWPORT NEWS
"119","BEECHWOOD",CITY OF NEWPORT NEWS
"115","BEECHWOOD",CITY OF NEWPORT NEWS
"123","MULBERRY",CITY OF NEWPORT NEWS
"75","CEDAR",CITY OF NEWPORT NEWS
"61","BEECHWOOD",CITY OF NEWPORT NEWS
"1718","CHESTNUT",CITY OF NEWPORT NEWS SCHOOL BOARD
"61","WALNUT",CITY OF NEWPORT NEWS
"119","BLAIR",CITY OF NEWPORT NEWS
"120","34TH",N N R & H A
"150","33RD",INDUSTRIAL DEVELOPMENT AUTHORITY
"2907","WEST",CITY OF NEWPORT NEWS
"20","28TH",CITY OF NEWPORT NEWS
"97","28TH",N N R & H A
"2912","WEST",N N R & H A
"114","30TH",N N R & H A
"118","30TH",N N R & H A
"124","30TH",ECONOMIC DEVELOPMENT AUTHORITY FOR THE
"126","30TH",ECONOMIC DEVELOPMENT AUTHORITY OF
"128","30TH",ECONOMIC DEVELOPMENT AUTHORITY OF
"2917","WASHINGTON",CITY OF NEWPORT NEWS
"222","30TH",CITY OF NEWPORT NEWS
"226","30TH",CITY OF NEWPORT NEWS
"228","30TH",CITY OF NEWPORT NEWS
"2900","WASHINGTON",ECONOMIC DEVELOPMENT AUTHORITY OF
"2815","HUNTINGTON",N N R & H A
"2800","WASHINGTON",ECONOMIC DEVELOPMENT AUTHORITY OF
"328","30TH",CITY OF NEWPORT NEWS
"2901","WARWICK",ECONOMIC DEVELOPMENT AUTHORITY
"2875","WARWICK",INDUSTRIAL DEVELOPMENT AUTHORITY
"320","29TH",ECONOMIC DEVELOPMENT AUTHORITY
"2900","HUNTINGTON",ECONOMIC DEVELOPMENT AUTHORITY
"2790","HUNTINGTON",CITY OF NEWPORT NEWS
"2700","HUNTINGTON",ECONOMIC DEVELOPMENT AUTHORITY OF
"2900","WARWICK",ECONOMIC DEVELOPMENT AUTHORITY
"2810","WEST",ECONOMIC DEVELOPMENT AUTHORITY
"114","29TH",ECONOMIC DEVELOPMENT AUTHORITY
"150","29TH",ECONOMIC DEVELOPMENT AUTHORITY
"2815","WASHINGTON",ECONOMIC DEVELOPMENT AUTHORITY
"115","28TH",N N R & H A
"2804","WEST",ECONOMIC DEVELOPMENT AUTHORITY
"2806","WEST",ECONOMIC DEVELOPMENT AUTHORITY
"123","28TH",N N R & H A
"2701","WASHINGTON",N N R & H A
"227","27TH",N N R & H A
"2601","WASHINGTON",N N R & H A
"2501","HUNTINGTON",CITY OF NEWPORT NEWS
"210","25TH",CITY OF NEWPORT NEWS
"2501","WASHINGTON",CITY OF NEWPORT NEWS
"2500","HUNTINGTON",CITY OF NEWPORT NEWS
"2501","WARWICK",CITY OF NEWPORT NEWS
"327","25TH",CITY OF NEWPORT NEWS
"323","25TH",CITY OF NEWPORT NEWS
"317","25TH",CITY OF NEWPORT NEWS
"300","25TH",CITY OF NEWPORT NEWS
"240","24TH",CITY OF NEWPORT NEWS
"2307","HUNTINGTON",CITY OF NEWPORT NEWS
"300","23RD",CITY OF NEWPORT NEWS
"2601","WEST",NEWPORT NEWS PARKING AUTHORITY
"2350","TERMINAL",N N R & H A
"610","26TH",CITY OF NEWPORT NEWS
"651","25TH",N N R & H A
"621","25TH",N N R & H A
"617","25TH",N N R & H A
"2502","JEFFERSON",N N R & H A
"2500","JEFFERSON",N N R & H A
"600","25TH",CITY OF NEWPORT NEWS
"615","25TH",N N R & H A
"613","25TH",N N R & H A
"2506","JEFFERSON",N N R & H A
"630","26TH",N N R & H A
"2211","MARSHALL",CITY OF NEWPORT NEWS
"2003","MARSHALL",CITY OF NEWPORT NEWS
"2001","MARSHALL",CITY OF NEWPORT NEWS
"2200","TERMINAL",CITY OF NEWPORT NEWS
"520","21ST",N N R & H A
"2001","JEFFERSON",CITY OF NEWPORT NEWS
"2300","TERMINAL",N N R & H A
"624","HAMPTON",N N R & H A
"622","HAMPTON",N N R & H A
"620","HAMPTON",N N R & H A
"618","HAMPTON",N N R & H A
"610","HAMPTON",N N R & H A
"2104","JEFFERSON",N N R & H A
"2018","JEFFERSON",N N R & H A
"2016","JEFFERSON",N N R & H A
"2014","JEFFERSON",N N R & H A
"744","21ST",N N R & H A
"729","20TH",CITY OF NEWPORT NEWS
"2000","MADISON",N N R & H A
"726","20TH",N N R & H A
"746","20TH",CITY OF NEWPORT NEWS
"1400","16TH",CITY OF NEWPORT NEWS
"232","23RD",CITY OF NEWPORT NEWS
"236","23RD",N N R & H A
"238","23RD",CITY OF NEWPORT NEWS
"2295","HARBOR",CITY OF NEWPORT NEWS
"304","23RD",CITY OF NEWPORT NEWS
"2591","WEST",ECONOMIC DEVELOPMENT AUTHORITY OF
"2501","WEST",CITY OF NEWPORT NEWS
"11","25TH",CITY OF NEWPORT NEWS
"50","26TH",CITY OF NEWPORT NEWS
"98","23RD",CITY OF NEWPORT NEWS
"2400","WASHINGTON",CITY OF NEWPORT NEWS
"1511","HARBOR",N N R & H A
"548","14TH",CITY OF NEWPORT NEWS
"531","13TH",CITY OF NEWPORT NEWS
"600","RIDLEY",N N R & H A
"1612","MADISON",CITY OF NEWPORT NEWS
"1610","MADISON",CITY OF NEWPORT NEWS
"711","16TH",CITY OF NEWPORT NEWS
"726","16TH",CITY OF NEWPORT NEWS SCHOOL BOARD
"1202","IVY",CITY OF NEWPORT NEWS
"1200","IVY",CITY OF NEWPORT NEWS
"912","IVY",N N R & H A
"910","IVY",N N R & H A
"908","IVY",N N R & H A
"652","IVY",CITY OF NEWPORT NEWS
"811","TAYLOR",N N R & H A
"1100","IVY",CITY OF NEWPORT NEWS
"750","14TH",CITY OF NEWPORT NEWS
"963","IVY",CITY OF NEWPORT NEWS
"701","JEFFERSON",CITY OF NEWPORT NEWS
"500","12TH",CITY OF NEWPORT NEWS
"600","JEFFERSON",CITY OF NEWPORT NEWS
"515","IVY",ECONOMIC DEVELOPMENT AUTHORITY
"643","NELMS",CITY OF NEWPORT NEWS
"511","IVY",CITY OF NEWPORT NEWS
"660","NELMS",CITY OF NEWPORT NEWS
"644","NELMS",CITY OF NEWPORT NEWS
"642","NELMS",CITY OF NEWPORT NEWS
"99","JEFFERSON",CITY OF NEWPORT NEWS
